Gender,10th board,10th marks,12th board,12th marks,Stream,Cgpa,Internships(Y/N),Training(Y/N),Any Backlogs?,Innovative Project(Y/N),Communication level,Technical skills(Y/N),Coding Score,Aptitude Score,Hackathons Count,Certifications Count,Placement(Y/N)?
Male,State,56.9,State,58.2,Information Technology,5.97,Yes,Yes,No,Yes,2,Yes,50,37,2,2,Placed
Male,CBSE,54.6,ICSE,38.6,Mechanical,5.68,No,Yes,No,Yes,3,No,26,39,1,4,Not Placed
Male,CBSE,35.0,State,35.0,Electronics,3.68,No,Yes,No,No,2,Yes,17,28,0,1,Not Placed
Female,CBSE,70.6,ICSE,79.3,Electrical,6.54,No,Yes,Yes,Yes,5,Yes,50,37,2,0,Placed
Female,Other,43.1,ICSE,51.8,Civil,4.75,No,Yes,No,Yes,4,Yes,24,31,1,4,Placed
Female,Other,55.1,CBSE,58.0,Computer Science,7.16,No,Yes,No,Yes,4,Yes,53,67,0,0,Placed
Male,CBSE,44.4,State,35.0,Other,4.45,Yes,Yes,Yes,No,3,Yes,21,17,4,1,Not Placed
Female,CBSE,66.7,CBSE,38.0,Civil,5.75,No,Yes,No,Yes,3,Yes,58,51,0,3,Placed
Female,State,35.0,State,35.0,Electrical,3.0,Yes,Yes,Yes,No,2,Yes,16,1,2,3,Not Placed
Female,CBSE,35.0,State,49.9,Mechanical,3.0,Yes,No,No,Yes,4,No,33,22,1,2,Not Placed
Female,CBSE,51.7,Other,42.7,Electrical,4.42,Yes,Yes,No,No,5,Yes,49,49,2,0,Placed
Female,CBSE,95.1,CBSE,83.6,Computer Science,9.23,No,Yes,No,Yes,2,No,65,88,0,1,Placed
Female,State,63.4,CBSE,80.4,Information Technology,6.72,Yes,Yes,Yes,Yes,3,Yes,57,68,1,3,Placed
Male,CBSE,87.0,CBSE,84.8,Electrical,7.49,Yes,Yes,Yes,No,3,Yes,59,65,2,3,Placed
Female,CBSE,71.1,CBSE,78.7,Computer Science,9.95,Yes,Yes,No,Yes,4,No,87,61,3,3,Placed
Female,CBSE,90.1,ICSE,85.0,Computer Science,10.0,No,Yes,No,No,4,Yes,100,87,2,0,Placed
Female,State,71.1,ICSE,35.0,Electrical,5.53,Yes,No,Yes,Yes,3,Yes,46,42,2,3,Placed
Male,Other,73.0,State,66.0,Electrical,9.48,Yes,No,Yes,Yes,4,Yes,78,56,1,2,Placed
Female,CBSE,83.3,ICSE,63.6,Computer Science,9.0,Yes,No,Yes,No,3,Yes,48,65,2,3,Placed
Female,ICSE,92.2,CBSE,56.5,Electrical,8.49,Yes,No,Yes,Yes,4,Yes,69,77,0,2,Placed
Male,ICSE,87.8,CBSE,82.3,Mechanical,9.79,Yes,Yes,Yes,Yes,3,Yes,77,90,0,1,Placed
Male,Other,42.4,CBSE,66.6,Electronics,6.04,Yes,Yes,No,No,2,Yes,53,49,1,2,Placed
Female,ICSE,38.5,ICSE,60.6,Electrical,5.62,Yes,Yes,No,Yes,2,Yes,32,39,1,1,Placed
Female,State,73.6,State,58.6,Information Technology,5.67,No,Yes,No,Yes,4,Yes,42,42,1,0,Placed
Male,ICSE,64.6,State,56.9,Computer Science,5.48,Yes,Yes,Yes,Yes,2,Yes,25,48,2,2,Placed
Male,CBSE,75.1,CBSE,46.9,Computer Science,6.2,No,No,Yes,Yes,3,No,54,53,1,3,Placed
Female,State,82.0,CBSE,93.5,Electronics,10.0,Yes,No,No,Yes,3,Yes,70,72,0,2,Placed
Male,Other,57.0,Other,35.0,Electronics,4.58,No,Yes,No,No,1,No,50,43,3,0,Not Placed
Male,ICSE,49.2,CBSE,56.5,Electrical,4.79,Yes,Yes,No,Yes,4,Yes,47,44,2,0,Placed
Male,Other,49.2,ICSE,59.3,Electrical,7.17,Yes,No,Yes,No,4,Yes,47,43,3,0,Placed
Male,ICSE,62.2,CBSE,37.7,Electronics,5.75,Yes,Yes,No,No,5,Yes,48,35,1,1,Placed
Male,ICSE,37.8,CBSE,35.0,Electrical,3.86,Yes,Yes,Yes,Yes,5,Yes,28,0,0,0,Not Placed
Male,State,35.0,State,35.0,Computer Science,4.15,Yes,No,No,Yes,1,Yes,19,37,2,3,Placed
Male,ICSE,56.6,CBSE,48.6,Computer Science,6.96,Yes,Yes,Yes,Yes,2,Yes,51,67,1,1,Placed
Male,State,80.6,State,54.8,Electrical,9.77,Yes,No,No,Yes,3,Yes,97,67,0,1,Placed
Male,Other,44.4,State,40.9,Computer Science,3.0,Yes,Yes,No,Yes,5,Yes,13,13,1,3,Placed
Male,ICSE,35.0,State,46.1,Computer Science,4.74,Yes,Yes,No,Yes,3,Yes,30,29,4,0,Placed
Male,ICSE,57.8,ICSE,35.0,Civil,5.09,No,Yes,No,Yes,3,Yes,60,62,0,3,Placed
Female,State,35.0,State,40.1,Information Technology,3.0,Yes,Yes,No,Yes,4,Yes,5,28,0,2,Placed
Male,CBSE,54.2,CBSE,43.1,Electrical,3.64,Yes,No,No,No,3,Yes,44,52,2,2,Placed
Male,CBSE,35.0,State,35.0,Computer Science,3.0,No,Yes,Yes,No,4,Yes,7,12,3,0,Not Placed
Male,Other,86.7,State,55.1,Computer Science,7.64,No,No,No,Yes,1,No,94,62,2,0,Placed
Male,State,40.0,CBSE,53.8,Information Technology,6.0,Yes,Yes,No,No,3,Yes,24,37,2,0,Placed
Female,CBSE,74.6,Other,79.8,Electronics,8.45,No,Yes,Yes,No,3,Yes,67,76,1,0,Placed
Female,CBSE,75.1,State,82.3,Information Technology,7.56,No,Yes,No,No,3,Yes,78,64,0,2,Placed
Female,ICSE,35.0,ICSE,54.6,Electronics,5.14,Yes,No,Yes,Yes,2,Yes,41,52,3,0,Not Placed
Female,ICSE,35.0,ICSE,49.1,Electrical,3.38,Yes,Yes,Yes,Yes,4,No,25,39,5,0,Not Placed
Female,ICSE,55.0,State,39.6,Electrical,6.17,Yes,Yes,Yes,Yes,5,Yes,42,48,3,0,Placed
Male,State,35.5,State,46.3,Computer Science,5.22,No,Yes,No,Yes,5,Yes,37,43,1,2,Placed
Male,CBSE,35.3,State,48.8,Information Technology,6.06,No,Yes,Yes,Yes,3,Yes,43,52,1,1,Placed
Male,CBSE,35.0,State,48.6,Electronics,4.42,Yes,Yes,Yes,No,2,Yes,22,15,4,0,Not Placed
Male,CBSE,81.3,ICSE,66.6,Other,6.52,Yes,Yes,No,Yes,2,No,64,70,5,0,Placed
Female,ICSE,58.9,ICSE,67.6,Other,6.85,Yes,Yes,No,Yes,4,Yes,48,63,2,0,Placed
Female,CBSE,43.7,CBSE,58.3,Computer Science,6.02,Yes,Yes,No,Yes,3,No,20,31,1,1,Placed
Male,State,52.0,State,35.0,Civil,5.02,Yes,Yes,No,Yes,3,Yes,26,26,1,2,Placed
Female,State,47.7,Other,63.7,Information Technology,6.14,No,Yes,No,Yes,3,Yes,39,52,0,2,Placed
Female,State,43.4,State,48.6,Computer Science,3.0,Yes,Yes,No,Yes,3,Yes,35,27,2,1,Placed
Male,Other,56.3,ICSE,47.0,Computer Science,5.75,Yes,Yes,No,Yes,2,Yes,50,58,0,0,Placed
Male,CBSE,51.8,ICSE,56.1,Information Technology,5.99,Yes,Yes,No,No,5,No,68,39,0,0,Placed
Male,ICSE,62.5,CBSE,53.3,Information Technology,7.69,Yes,Yes,No,Yes,4,Yes,38,47,2,2,Placed
Male,CBSE,93.6,CBSE,86.6,Computer Science,9.07,Yes,No,No,Yes,1,Yes,87,84,3,1,Placed
Male,CBSE,50.8,State,43.9,Mechanical,3.89,Yes,No,Yes,No,3,Yes,50,40,2,0,Not Placed
Male,State,68.0,State,72.6,Computer Science,7.21,Yes,Yes,No,Yes,1,Yes,68,61,1,0,Placed
Male,CBSE,55.6,State,55.0,Electronics,5.93,No,Yes,Yes,Yes,2,Yes,46,46,2,0,Not Placed
Male,ICSE,35.0,State,41.4,Information Technology,3.8,No,No,No,Yes,3,Yes,32,48,1,2,Not Placed
Others,State,55.7,ICSE,50.8,Computer Science,6.54,Yes,Yes,No,Yes,4,Yes,42,53,2,2,Placed
Female,CBSE,41.9,CBSE,82.0,Information Technology,4.63,No,Yes,Yes,Yes,4,No,22,49,2,0,Not Placed
Female,CBSE,66.2,CBSE,46.8,Computer Science,6.92,Yes,Yes,No,Yes,1,Yes,40,44,0,1,Placed
Male,State,37.3,CBSE,35.0,Electronics,3.21,Yes,No,No,Yes,4,Yes,14,41,0,0,Not Placed
Male,ICSE,35.0,State,35.0,Computer Science,4.27,Yes,Yes,No,Yes,5,Yes,22,21,2,1,Placed
Female,State,73.5,CBSE,54.4,Electronics,7.09,Yes,Yes,No,No,4,No,66,68,1,0,Placed
Male,State,61.5,State,74.9,Computer Science,7.41,No,Yes,Yes,Yes,5,No,50,49,1,2,Placed
Male,ICSE,71.7,CBSE,71.2,Mechanical,7.91,Yes,Yes,No,Yes,3,Yes,44,71,2,2,Placed
Female,State,60.4,State,52.9,Civil,5.5,No,Yes,Yes,No,3,Yes,31,45,1,0,Not Placed
Female,CBSE,66.6,CBSE,75.3,Computer Science,7.99,Yes,Yes,No,No,3,Yes,72,55,3,5,Placed
Male,State,58.2,State,71.6,Information Technology,7.04,No,Yes,No,Yes,5,Yes,70,63,1,2,Placed
Male,State,74.7,State,61.4,Computer Science,7.1,Yes,Yes,Yes,Yes,3,Yes,69,40,2,0,Placed
Male,State,47.0,CBSE,35.0,Electronics,4.21,Yes,No,No,Yes,5,Yes,46,33,1,1,Placed
Male,State,36.9,Other,42.6,Computer Science,3.0,Yes,No,No,No,3,No,44,22,1,3,Not Placed
Male,Other,37.5,CBSE,46.2,Electronics,5.07,No,Yes,No,Yes,2,No,25,52,0,0,Not Placed
Male,CBSE,49.4,State,50.5,Electronics,6.24,No,Yes,No,Yes,2,Yes,40,48,3,0,Placed
Male,Other,50.2,Other,41.0,Electrical,3.67,Yes,No,Yes,Yes,2,Yes,50,31,0,1,Not Placed
Female,State,35.0,State,35.0,Electronics,3.12,Yes,No,No,Yes,1,Yes,0,2,0,1,Not Placed
Female,State,69.3,ICSE,82.7,Electronics,10.0,Yes,Yes,No,Yes,4,Yes,76,53,0,1,Placed
Female,CBSE,44.6,CBSE,43.2,Information Technology,3.97,Yes,Yes,Yes,No,3,Yes,51,65,1,1,Not Placed
Male,CBSE,54.0,State,38.6,Other,4.74,Yes,Yes,No,Yes,4,Yes,44,24,1,3,Placed
Male,ICSE,75.9,State,83.5,Civil,9.16,No,Yes,Yes,No,4,Yes,79,63,0,3,Placed
Male,State,35.0,CBSE,35.0,Computer Science,3.0,Yes,Yes,No,No,5,Yes,0,15,2,2,Placed
Male,CBSE,43.9,State,45.2,Electrical,5.48,Yes,Yes,Yes,Yes,2,Yes,38,51,0,1,Not Placed
Male,State,45.1,CBSE,35.0,Information Technology,4.08,No,No,No,Yes,2,Yes,32,56,0,0,Not Placed
Female,CBSE,38.7,State,44.6,Electrical,6.79,Yes,Yes,Yes,No,3,Yes,36,38,1,1,Placed
Female,Other,50.8,Other,44.8,Electrical,5.05,Yes,No,No,No,2,Yes,30,47,1,4,Placed
Female,ICSE,74.9,CBSE,66.6,Computer Science,9.09,No,No,No,No,2,Yes,93,70,0,3,Placed
Male,CBSE,71.7,CBSE,70.5,Civil,7.55,No,No,No,Yes,4,No,59,43,1,0,Placed
Female,ICSE,62.9,State,74.6,Computer Science,9.19,Yes,Yes,No,No,4,Yes,66,53,1,4,Placed
Male,Other,56.7,State,56.5,Computer Science,6.19,Yes,Yes,No,Yes,4,Yes,71,29,1,0,Placed
Male,CBSE,35.0,ICSE,40.2,Computer Science,3.53,Yes,No,No,No,5,Yes,6,22,2,0,Not Placed
Male,State,35.0,State,35.0,Civil,3.0,Yes,Yes,Yes,Yes,3,Yes,7,5,1,0,Not Placed
Female,State,35.0,CBSE,35.0,Computer Science,3.0,Yes,Yes,No,Yes,5,Yes,6,15,4,0,Placed
Others,State,63.6,State,57.2,Computer Science,4.86,No,Yes,Yes,Yes,1,Yes,43,59,3,0,Not Placed
Male,CBSE,51.4,ICSE,43.6,Civil,6.09,No,Yes,No,No,5,Yes,49,49,0,1,Placed
Female,CBSE,48.6,State,55.8,Computer Science,4.45,Yes,No,No,Yes,3,Yes,37,48,0,2,Placed
Female,State,35.0,State,38.2,Computer Science,5.54,Yes,No,No,Yes,5,Yes,61,57,1,2,Placed
Male,CBSE,100.0,CBSE,98.6,Computer Science,10.0,Yes,Yes,No,Yes,2,No,100,75,1,1,Placed
Male,ICSE,47.5,CBSE,35.0,Information Technology,4.45,Yes,Yes,No,Yes,4,Yes,27,11,0,0,Placed
Male,CBSE,77.8,CBSE,91.2,Information Technology,7.01,Yes,No,Yes,Yes,3,Yes,45,57,1,4,Placed
Female,CBSE,39.1,State,74.9,Computer Science,6.83,Yes,No,Yes,Yes,3,Yes,42,43,2,0,Placed
Male,ICSE,48.0,Other,48.4,Other,6.26,No,Yes,No,Yes,1,No,56,49,1,1,Not Placed
Female,State,72.2,State,83.4,Civil,7.41,Yes,No,No,No,4,No,58,75,3,1,Placed
Male,State,61.3,CBSE,69.5,Information Technology,10.0,Yes,Yes,No,Yes,2,Yes,94,62,1,0,Placed
Female,Other,59.7,CBSE,58.8,Information Technology,5.35,Yes,Yes,No,Yes,3,No,47,29,2,1,Placed
Male,ICSE,83.5,CBSE,61.4,Information Technology,6.53,Yes,Yes,No,Yes,2,Yes,47,74,2,1,Placed
Female,CBSE,82.0,State,41.0,Mechanical,6.12,No,Yes,Yes,Yes,4,Yes,44,56,3,0,Placed
Female,State,44.7,State,35.0,Computer Science,4.81,Yes,Yes,Yes,Yes,2,Yes,39,49,0,2,Not Placed
Female,Other,59.7,CBSE,50.6,Computer Science,7.5,Yes,Yes,Yes,Yes,4,Yes,39,52,3,2,Placed
Female,CBSE,56.2,State,42.7,Electrical,5.49,No,Yes,No,Yes,5,Yes,17,34,1,0,Placed
Male,CBSE,47.1,CBSE,61.5,Computer Science,5.98,Yes,Yes,No,Yes,5,Yes,32,38,2,0,Placed
Female,CBSE,39.2,CBSE,41.5,Information Technology,5.28,Yes,Yes,No,Yes,2,Yes,29,28,1,3,Placed
Male,CBSE,52.1,CBSE,77.2,Electrical,8.8,Yes,Yes,No,Yes,2,No,79,57,0,0,Placed
Male,State,64.7,CBSE,43.5,Mechanical,5.62,Yes,No,Yes,Yes,1,No,48,65,1,3,Not Placed
Female,ICSE,35.0,CBSE,35.0,Information Technology,3.74,Yes,No,Yes,Yes,4,Yes,25,39,2,0,Not Placed
Male,Other,35.0,CBSE,51.4,Mechanical,3.9,No,Yes,No,Yes,2,Yes,35,41,3,3,Placed
Male,ICSE,35.0,ICSE,35.0,Computer Science,3.0,Yes,No,No,No,3,Yes,0,7,0,1,Not Placed
Others,CBSE,47.9,State,42.6,Civil,5.37,Yes,Yes,No,Yes,2,Yes,49,42,1,2,Placed
Male,CBSE,57.3,State,46.3,Information Technology,3.61,Yes,Yes,Yes,No,4,Yes,41,32,1,0,Not Placed
Female,Other,50.4,ICSE,64.6,Electrical,5.23,No,Yes,No,Yes,5,Yes,38,53,1,1,Placed
Male,CBSE,100.0,CBSE,76.3,Other,10.0,Yes,Yes,No,Yes,4,No,89,80,3,1,Placed
Male,CBSE,63.7,ICSE,66.0,Electrical,7.09,Yes,Yes,No,Yes,4,Yes,86,56,1,1,Placed
Male,Other,80.5,CBSE,70.2,Electrical,6.7,Yes,Yes,Yes,Yes,4,Yes,49,56,0,2,Placed
Female,State,35.0,State,35.0,Electronics,3.18,Yes,Yes,Yes,Yes,3,No,0,13,1,1,Not Placed
Female,CBSE,52.1,State,42.9,Information Technology,4.7,Yes,Yes,No,Yes,4,Yes,41,47,0,1,Placed
Female,ICSE,45.4,CBSE,37.4,Information Technology,4.05,Yes,Yes,No,Yes,1,Yes,43,52,1,1,Placed
Others,Other,51.0,Other,49.1,Mechanical,5.37,Yes,Yes,No,No,1,No,24,39,1,2,Not Placed
Male,CBSE,42.1,CBSE,45.6,Electrical,5.23,No,Yes,No,Yes,4,No,22,31,1,3,Placed
Male,ICSE,35.0,CBSE,35.0,Computer Science,3.0,Yes,Yes,No,Yes,3,Yes,0,1,3,0,Placed
Female,CBSE,35.0,CBSE,35.0,Electrical,3.39,Yes,Yes,Yes,Yes,3,Yes,24,22,3,0,Not Placed
Male,State,74.5,CBSE,77.2,Electrical,8.42,Yes,Yes,No,Yes,4,Yes,86,61,0,0,Placed
Male,Other,43.4,CBSE,47.4,Other,5.75,Yes,Yes,No,Yes,3,Yes,63,51,0,3,Placed
Male,Other,45.5,CBSE,35.0,Electrical,5.41,Yes,Yes,No,Yes,4,Yes,38,30,5,2,Placed
Female,CBSE,65.5,CBSE,35.0,Computer Science,6.37,Yes,No,No,No,3,Yes,40,37,1,0,Placed
Female,CBSE,78.5,ICSE,74.7,Computer Science,8.08,Yes,No,No,Yes,3,No,73,70,0,1,Placed
Male,CBSE,47.9,CBSE,35.3,Computer Science,6.42,Yes,Yes,No,Yes,2,Yes,41,55,2,1,Placed
Male,State,78.6,CBSE,81.6,Computer Science,6.31,Yes,Yes,No,Yes,2,Yes,48,57,0,2,Placed
Female,CBSE,45.7,State,35.0,Mechanical,4.62,No,No,No,Yes,1,Yes,30,39,2,0,Not Placed
Female,CBSE,54.4,Other,40.4,Electrical,4.7,Yes,Yes,Yes,Yes,1,Yes,48,21,3,1,Not Placed
Male,CBSE,38.5,CBSE,58.2,Electrical,6.42,Yes,Yes,Yes,Yes,3,No,50,57,0,2,Placed
Female,CBSE,91.4,CBSE,72.5,Mechanical,8.79,Yes,Yes,No,Yes,3,Yes,80,68,1,2,Placed
Male,CBSE,88.4,Other,46.9,Computer Science,8.96,No,Yes,No,No,3,Yes,70,99,1,0,Placed
Male,ICSE,82.2,CBSE,62.3,Computer Science,7.2,Yes,Yes,No,Yes,4,Yes,66,70,5,3,Placed
Female,CBSE,43.0,State,43.9,Computer Science,5.63,Yes,No,No,Yes,4,Yes,58,52,2,1,Placed
Female,CBSE,91.6,CBSE,74.7,Information Technology,7.52,No,Yes,No,Yes,2,Yes,60,56,0,1,Placed
Male,ICSE,85.4,Other,61.9,Electronics,6.27,Yes,Yes,No,Yes,4,Yes,59,47,0,2,Placed
Female,State,35.0,Other,35.0,Computer Science,3.0,Yes,Yes,No,No,2,No,18,27,0,1,Not Placed
Female,CBSE,41.3,ICSE,52.1,Information Technology,4.14,Yes,Yes,Yes,Yes,5,Yes,20,14,0,2,Placed
Female,CBSE,67.1,CBSE,49.4,Computer Science,8.16,Yes,Yes,No,Yes,3,Yes,68,57,0,1,Placed
Female,State,35.0,State,35.0,Mechanical,3.0,No,No,Yes,Yes,4,Yes,17,30,1,1,Not Placed
Female,CBSE,35.0,CBSE,35.0,Information Technology,3.0,Yes,No,No,Yes,2,Yes,48,30,0,1,Not Placed
Male,ICSE,49.4,ICSE,36.8,Electronics,4.43,Yes,Yes,Yes,No,5,Yes,27,20,1,1,Not Placed
Male,State,44.4,Other,51.3,Information Technology,6.49,Yes,No,No,Yes,4,No,48,23,0,1,Placed
Male,CBSE,47.8,State,40.0,Other,4.88,Yes,No,No,Yes,3,Yes,48,44,4,0,Placed
Male,State,58.1,State,50.8,Computer Science,6.32,Yes,Yes,Yes,Yes,3,Yes,52,29,2,0,Placed
Female,State,87.0,CBSE,61.8,Electronics,7.79,No,Yes,No,Yes,1,Yes,66,61,0,2,Placed
Male,Other,55.7,State,35.0,Civil,5.99,Yes,Yes,No,Yes,2,Yes,53,30,0,0,Placed
Male,CBSE,49.6,State,48.0,Electronics,6.72,Yes,No,No,Yes,3,Yes,30,32,5,3,Placed
Male,State,35.0,CBSE,35.0,Electrical,3.0,Yes,Yes,No,Yes,3,Yes,17,15,0,1,Not Placed
Male,CBSE,62.8,CBSE,68.6,Information Technology,8.77,No,Yes,Yes,No,2,Yes,48,62,0,0,Not Placed
Male,State,54.3,CBSE,35.0,Information Technology,4.58,Yes,Yes,No,No,3,No,28,26,0,1,Not Placed
Female,ICSE,35.0,ICSE,35.0,Computer Science,3.07,Yes,No,Yes,Yes,4,Yes,13,28,2,0,Not Placed
Male,CBSE,70.2,ICSE,55.9,Mechanical,6.35,Yes,Yes,No,No,3,No,53,59,1,3,Placed
Female,Other,38.3,Other,35.3,Computer Science,5.82,Yes,Yes,No,Yes,2,Yes,41,28,0,0,Placed
Female,State,39.3,State,62.6,Computer Science,6.02,Yes,Yes,No,Yes,3,Yes,41,38,1,1,Placed
Male,Other,63.7,State,64.3,Electronics,4.92,No,No,No,Yes,1,Yes,60,41,0,0,Not Placed
Male,ICSE,48.5,CBSE,51.7,Electronics,4.73,Yes,Yes,No,Yes,3,Yes,40,24,0,0,Not Placed
Male,CBSE,77.9,Other,80.9,Computer Science,10.0,Yes,Yes,Yes,Yes,3,Yes,83,87,0,2,Placed
Female,CBSE,71.9,State,35.0,Civil,5.83,Yes,No,No,No,3,Yes,29,53,0,1,Not Placed
Female,CBSE,59.5,State,50.8,Mechanical,7.22,Yes,Yes,Yes,No,3,No,34,38,2,0,Not Placed
Male,CBSE,35.0,State,35.0,Computer Science,3.0,No,Yes,Yes,Yes,4,Yes,0,8,2,3,Not Placed
Male,State,48.4,ICSE,35.0,Information Technology,3.68,Yes,Yes,No,Yes,5,Yes,20,34,2,1,Placed
Female,State,35.0,CBSE,35.0,Civil,3.0,Yes,Yes,Yes,No,4,No,34,28,2,1,Not Placed
Male,Other,35.0,CBSE,42.9,Electronics,3.0,Yes,No,Yes,Yes,2,Yes,11,22,0,1,Not Placed
Male,State,59.3,State,60.5,Information Technology,5.82,No,Yes,No,Yes,3,Yes,43,54,1,0,Placed
Female,ICSE,64.5,ICSE,81.2,Information Technology,7.33,Yes,No,No,Yes,4,Yes,60,74,1,1,Placed
Female,Other,78.3,State,52.4,Mechanical,6.08,No,Yes,No,Yes,5,Yes,67,43,1,0,Placed
Female,ICSE,49.0,State,49.9,Other,4.87,Yes,Yes,Yes,Yes,2,Yes,40,57,3,3,Placed
Female,CBSE,52.9,CBSE,44.4,Mechanical,5.55,No,Yes,No,Yes,5,Yes,34,20,3,3,Placed
Female,State,79.6,State,71.5,Computer Science,7.5,Yes,Yes,No,Yes,4,Yes,72,75,0,1,Placed
Male,CBSE,92.6,State,98.4,Information Technology,10.0,Yes,Yes,No,Yes,5,Yes,100,84,1,1,Placed
Female,CBSE,57.8,State,62.3,Electrical,5.88,Yes,Yes,No,No,2,Yes,49,43,0,5,Placed
Female,CBSE,83.8,CBSE,49.9,Computer Science,8.23,Yes,Yes,No,Yes,3,No,43,45,2,2,Placed
Female,ICSE,52.8,Other,54.7,Other,7.06,Yes,Yes,No,No,3,Yes,53,64,1,0,Placed
Male,State,85.5,State,62.6,Other,6.79,No,Yes,No,Yes,4,No,77,50,3,0,Placed
Male,State,35.0,ICSE,57.4,Computer Science,3.41,Yes,No,No,Yes,4,Yes,29,23,1,2,Placed
Male,Other,54.3,CBSE,38.6,Other,4.62,No,Yes,No,No,5,Yes,38,41,2,1,Placed
Male,CBSE,47.9,CBSE,45.1,Information Technology,7.09,No,Yes,No,Yes,4,Yes,57,77,0,2,Placed
Male,State,73.1,ICSE,75.5,Electrical,8.32,Yes,Yes,Yes,Yes,1,Yes,47,65,2,2,Placed
Female,ICSE,41.6,CBSE,43.2,Information Technology,3.77,No,Yes,No,Yes,3,Yes,5,31,0,5,Placed
Female,CBSE,35.0,State,35.0,Information Technology,3.0,No,Yes,No,Yes,3,Yes,16,12,0,0,Not Placed
Male,State,44.5,State,39.8,Mechanical,5.28,Yes,No,No,Yes,5,No,50,37,1,1,Placed
Female,CBSE,58.8,ICSE,78.3,Civil,9.5,Yes,Yes,Yes,Yes,3,Yes,58,57,3,1,Placed
Male,ICSE,35.0,CBSE,35.0,Computer Science,3.0,Yes,Yes,No,No,4,Yes,16,31,3,1,Placed
Male,CBSE,39.4,CBSE,35.0,Electronics,3.65,Yes,Yes,No,Yes,3,Yes,29,19,2,3,Placed
Male,CBSE,58.0,Other,46.8,Computer Science,6.65,Yes,Yes,Yes,Yes,4,Yes,68,53,0,1,Placed
Male,State,46.1,State,61.7,Information Technology,5.01,No,Yes,No,Yes,2,Yes,42,41,2,2,Placed
Male,CBSE,78.6,CBSE,63.6,Information Technology,5.81,Yes,No,No,No,4,No,66,51,0,2,Placed
Male,CBSE,35.0,CBSE,35.0,Information Technology,3.29,Yes,Yes,No,Yes,5,Yes,44,33,1,1,Placed
Male,CBSE,45.7,Other,35.0,Information Technology,6.21,Yes,Yes,No,Yes,1,Yes,35,42,0,2,Placed
Female,CBSE,70.9,CBSE,92.4,Computer Science,9.38,Yes,Yes,No,No,3,Yes,70,46,3,0,Placed
Male,State,40.3,State,44.1,Computer Science,3.0,Yes,No,No,Yes,5,No,8,26,2,0,Not Placed
Female,State,81.3,State,84.6,Computer Science,9.49,Yes,Yes,Yes,Yes,2,No,62,67,0,4,Placed
Female,State,35.2,ICSE,35.0,Information Technology,3.0,Yes,Yes,No,Yes,2,Yes,34,10,3,1,Placed
Female,State,51.4,ICSE,82.4,Other,8.07,Yes,Yes,No,No,3,Yes,76,71,1,1,Placed
Female,CBSE,57.1,State,35.0,Computer Science,5.57,Yes,Yes,No,Yes,5,Yes,52,31,2,0,Placed
Male,CBSE,35.0,CBSE,40.9,Other,3.0,Yes,Yes,No,Yes,3,Yes,10,27,2,2,Not Placed
Male,ICSE,47.5,ICSE,37.1,Civil,5.81,No,Yes,No,No,3,Yes,33,45,5,5,Placed
Female,ICSE,57.1,State,56.4,Mechanical,8.48,Yes,Yes,Yes,Yes,2,Yes,62,53,1,3,Placed
Male,CBSE,45.8,Other,59.1,Mechanical,5.94,No,Yes,Yes,Yes,5,Yes,18,48,3,1,Placed
Female,CBSE,89.6,State,67.0,Electrical,8.35,Yes,Yes,No,No,3,Yes,73,60,0,3,Placed
Female,State,62.4,State,68.6,Computer Science,10.0,No,Yes,No,No,2,Yes,96,83,5,1,Placed
Female,State,35.0,CBSE,35.0,Electronics,3.0,Yes,Yes,No,Yes,3,Yes,35,22,1,0,Not Placed
Female,State,47.8,State,35.0,Civil,3.0,Yes,No,Yes,No,3,Yes,0,27,2,0,Not Placed
Others,CBSE,38.6,CBSE,38.5,Electronics,3.0,No,Yes,Yes,No,3,Yes,24,36,5,0,Not Placed
Female,State,36.0,CBSE,35.0,Electrical,4.23,Yes,Yes,Yes,No,4,No,30,10,0,3,Not Placed
Male,CBSE,86.8,CBSE,90.7,Computer Science,8.24,No,Yes,No,Yes,5,No,70,59,2,4,Placed
Female,State,69.3,CBSE,56.2,Civil,6.68,Yes,Yes,Yes,Yes,1,Yes,57,54,5,0,Placed
Male,ICSE,47.8,CBSE,57.4,Electronics,4.67,Yes,Yes,No,Yes,3,Yes,30,37,4,1,Placed
Male,State,57.1,CBSE,35.0,Information Technology,5.55,Yes,Yes,No,Yes,3,Yes,17,51,0,4,Placed
Female,CBSE,84.2,ICSE,82.1,Information Technology,8.42,Yes,Yes,No,Yes,1,Yes,77,84,0,3,Placed
Male,Other,93.4,CBSE,93.4,Mechanical,9.2,Yes,Yes,Yes,Yes,4,Yes,91,74,1,1,Placed
Male,ICSE,81.5,State,70.4,Electrical,5.91,Yes,Yes,Yes,No,2,No,44,48,2,1,Not Placed
Male,ICSE,35.0,CBSE,35.0,Electronics,3.0,No,Yes,Yes,Yes,2,Yes,20,19,2,3,Not Placed
Female,CBSE,58.6,State,46.9,Electrical,6.42,No,Yes,Yes,No,1,No,31,54,2,0,Not Placed
Male,CBSE,59.0,State,72.6,Information Technology,6.31,Yes,Yes,No,Yes,2,Yes,43,46,2,3,Placed
Female,Other,58.4,Other,55.9,Computer Science,7.05,Yes,No,Yes,Yes,2,Yes,51,32,0,0,Placed
Male,State,86.3,ICSE,65.8,Computer Science,7.01,Yes,Yes,No,No,3,Yes,51,54,1,3,Placed
